id,lat,lng,status,summary,rating,description,created_at,updated_at,acknowledged_at,closed_at
1551519,41.31345,-72.930878,Acknowledged,Massive #pothole #seeclickfix #NHV outside of #PayneWhitney on Tower Parkway @newhavendot,https://instagram.com/p/0pfcXCMkb5 #instagram,3,2015-03-25T07:10:05-04:00,2015-03-25T09:52:00-04:00,2015-03-25T07:44:53-04:00,None
1551391,41.327166,-72.9789179,Open,Leaking fire hydrant,"The fire hydrant on corner of. Lowin and judwin is leaking
And has been since early February
",2,2015-03-24T22:08:15-04:00,2015-03-24T22:33:22-04:00,,None
1551357,41.3203001271055,-72.940568030719,Acknowledged,Potholes,the potholes on Goffe St/Goffe Terrace between Sherman Ave & Winthrop St. headed up the hill are getting worse.,3,2015-03-24T21:19:14-04:00,2015-03-25T07:44:53-04:00,2015-03-25T07:44:53-04:00,None
1551330,41.3277622685455,-72.9600180312744,Acknowledged,Potholes,Pothole deep enough to destroy a tire.,4,2015-03-24T20:49:33-04:00,2015-03-26T13:39:07-04:00,2015-03-25T07:44:53-04:00,None
1551326,41.3026723463685,-72.9235553741455,Open,Broken tree limb,Tree limb is broken and depending on the wind it sticks out into the street affecting safe flow of vehicles. ,1,2015-03-24T20:44:19-04:00,2015-03-24T20:44:19-04:00,,None
1551280,41.3254885,-72.9473574,Acknowledged,Potholes,"Large potholes on Glen Road near Ella Grasso Blvd need to be filled, please.",3,2015-03-24T20:07:36-04:00,2015-03-25T07:44:54-04:00,2015-03-25T07:44:53-04:00,None
1551194,41.3143021990089,-72.948595283606,Closed,Illegal Dumping,There has been a discarded Christmas Tree on the side of the road since January. I have no idea why the garbage collectors have just crossed the street and pick it up but it needs to be removed!,2,2015-03-24T18:51:21-04:00,2015-03-25T15:30:20-04:00,,2015-03-25T15:30:20-04:00
1551141,41.315774008136,-72.936171,Open,Illegal Dumping,Pike employees clean a apartment out and left this all on the sidewalk ,1,2015-03-24T18:13:12-04:00,2015-03-24T18:13:12-04:00,,None
1550918,41.3174878,-72.9014292,Acknowledged,Other - city responsibility,Fire hydrant needs to be replaced it is not in working order. ,5,2015-03-24T15:57:10-04:00,2015-03-25T09:20:14-04:00,2015-03-24T16:34:17-04:00,None
1550911,41.3347703952899,-72.9767737235214,Open,Traffic/Road Safety,"Large confusing intersection causes traffic congestion. Very large intersection, difficult for pedestrians and cyclists to  cross.  Very limited pedestrian access from  Jct. of rt. 63 and 69  to Grocery stores and shopping. No sidewalks on East side of rt. 69,  sidewalks on west side  are dangerous for pedestrians.  Sidewalks along rt. 63  northwest of the in 63/69  are in poor condition and end at rt. 15.  Was told at a CMT meeting over 2 years ago that there were plans in the works to improve this area.  Nothing has been improved.",1,2015-03-24T15:51:01-04:00,2015-03-24T15:51:01-04:00,,None
1550888,41.3111869,-72.906582,Acknowledged,Illegal Dumping,"Continuing issue with dumping on this street. presently there is a TV, bedroom furniture, burnt tree limb, and other furniture up/down the street. We removed items from the st to the curb",3,2015-03-24T15:42:56-04:00,2015-03-26T09:55:35-04:00,2015-03-24T17:20:02-04:00,None
1550884,41.3355523596508,-72.9779031456604,Acknowledged,Potholes,Wide Deep Hole on Fowler at intersection with rt. 63,5,2015-03-24T15:42:22-04:00,2015-03-24T21:37:51-04:00,2015-03-24T17:27:02-04:00,None
1550882,41.3064799,-72.935358,Acknowledged,Potholes,Deep Pothole in street at entrance of parking garage across from 90 Park Street.  ,3,2015-03-24T15:41:27-04:00,2015-03-24T17:27:45-04:00,2015-03-24T17:27:45-04:00,None
1550881,41.3336707568799,-72.9792306269791,Open,Traffic/Road Safety,"Wright Avenue feeds high speed traffic into the neighborhood and is aided with a seldom observed yield sign at Frederick street.  This is an unnecessarily large intersection and the street has been designed to speed up traffic.  We were told at a CMT meeting two years ago by the city planner that this intersection would be changed to come to right angles with Wright and Frederick, thus requiring a left and right turn to continue from Wright onto Green Hill terrace.  Wright Ave.  has since been repaved without making any changes This intersections dangerous in a car and even more so if walking or biking.",3,2015-03-24T15:40:19-04:00,2015-03-24T16:44:20-04:00,,None
1550875,41.3158183,-72.8920363,Acknowledged,Potholes,"Huge potholes on Lombard between Clinton Ave and Ferry St. need to be filled, please",3,2015-03-24T15:36:38-04:00,2015-03-24T17:28:14-04:00,2015-03-24T17:28:13-04:00,None
1550871,41.3287606,-72.9421596,Acknowledged,Potholes,Several deep potholes on Glen Rd near Crescent St. need fixing pronto,2,2015-03-24T15:34:24-04:00,2015-03-24T17:26:07-04:00,2015-03-24T17:26:07-04:00,None
1550858,41.3281567206463,-72.9612949074402,Acknowledged,"Public Space, Streets and Drains",Wide shoulder being used to pass lines of waiting traffic on the right.  Dangerous for cyclists and drivers going around  traffic turning left onto Blake St.  Needs barriers or better lane/shoulder marking.,6,2015-03-24T15:29:28-04:00,2015-03-25T07:44:54-04:00,2015-03-25T07:44:54-04:00,None
1550839,41.3292040843888,-72.9686978043213,Open,Traffic/Road Safety,Drivers on Whalley Avenuefrequently using right turn lane to pass on the right at Dayton (rt. 122) and continue strait on Whalley.  There needs to be some sort of barrier on the East side of Whalley/Dayton intersection.,2,2015-03-24T15:25:35-04:00,2015-03-24T18:01:50-04:00,,None
1550824,41.3325394228879,-72.9750492752685,Acknowledged,Traffic Signal / Pedestrian Signal,Unnecessarily long green for traffic on Whalley Avenue at Ramsdell and  Dayton Street.  Long signals aid in increasing speeds .  Makes it difficult and time consuming for pedestrians to cross the street.  Creates unnecessary delays for cross traffic.  It is a dangerous stretch of road for pedestrians.,4,2015-03-24T15:21:17-04:00,2015-03-24T21:39:05-04:00,2015-03-24T15:53:39-04:00,None
1550815,41.31771204549,-72.9077572631675,Acknowledged,Trash & Recycling,"Xmas tree has been here since Xmas
Needs to be picked up",2,2015-03-24T15:17:33-04:00,2015-03-24T17:25:26-04:00,2015-03-24T17:25:26-04:00,None
1550740,41.273551,-72.8961771,Acknowledged,Curb Damaged,The curbing at this location is deteriorating and in need of repairs. Please inspect this location as soon as possible.,3,2015-03-24T14:36:05-04:00,2015-03-25T09:44:04-04:00,2015-03-24T17:25:15-04:00,None
1550739,41.273551,-72.8961771,Acknowledged,Potholes,There are potholes on either side of the manhole at this location. Please patch them as soon as possible.,2,2015-03-24T14:35:08-04:00,2015-03-24T17:24:54-04:00,2015-03-24T17:24:54-04:00,None
1550736,41.2910091,-72.8919605,Acknowledged,Potholes,"The potholes at this location need to be repatched. The cold patch as come out of the hole, and there are loose asphalt chunks all over the street. Please repatch and clear this debris as soon as possible ",3,2015-03-24T14:34:08-04:00,2015-03-24T17:24:24-04:00,2015-03-24T17:24:24-04:00,None
1550719,41.3161353,-72.9418983,Acknowledged,Potholes,There are potholes at that entrances to the gas station. Please patch them. ,2,2015-03-24T14:27:21-04:00,2015-03-24T17:23:44-04:00,2015-03-24T17:23:44-04:00,None
1550707,41.2950415002307,-72.900420205835,Closed,Found Dog,Found small brindle whippet/pit bull mix. Has collar. Female 20 lbs. Call 203-909-7507,3,2015-03-24T14:24:41-04:00,2015-03-25T08:53:54-04:00,,2015-03-25T08:53:54-04:00
1550694,41.3103725899427,-72.9241595114853,Acknowledged,Potholes,"The intersection of West Park and Hubinger. The street hardly exists anymore. It is just stones and gravel. It is dangerous even to walk there. Temporary tar cannot help it. It needs to be paved as does that block of Hubinger. 

By the way, the stretch of Elm Street between Boulevard and West Park Avenue is a disaster even with the filled potholes. No need to install speed humps. It's a natural obstacle course. Maybe repaving every 50 years is due. I never drive there even though it's around the corner.

Of course all the areas are dangerous for bikes.

West Park Avenue is deteriorating also.",3,2015-03-24T14:21:31-04:00,2015-03-24T17:23:11-04:00,2015-03-24T17:23:11-04:00,None
1550518,41.3145535872872,-72.9040583068847,Acknowledged,Potholes,Under railroad bridge,3,2015-03-24T13:18:26-04:00,2015-03-24T17:42:30-04:00,2015-03-24T17:21:36-04:00,None
1550509,41.3141168,-72.9039943,Acknowledged,Potholes,,3,2015-03-24T13:13:45-04:00,2015-03-24T17:44:25-04:00,2015-03-24T17:12:27-04:00,None
1550501,41.3212677743286,-72.9723289981484,Acknowledged,Pot Holes Need Attention ,Pot holes need attention.,3,2015-03-24T13:08:07-04:00,2015-03-26T16:37:29-04:00,2015-03-24T17:11:30-04:00,None
1550492,41.3187255,-72.9755829,Acknowledged,Pot holes,"Neighborhood riddled with pot holes on Fairfield St  at bet Glenview and 
Ramsdell . Please address . . ",3,2015-03-24T13:04:01-04:00,2015-03-25T07:44:54-04:00,2015-03-25T07:44:54-04:00,None
1550476,41.3252164889127,-72.9788574948907,Acknowledged,Pot Holes Need Attention ,Pot holes/ cracks in the road in need of attention.,3,2015-03-24T12:59:32-04:00,2015-03-26T16:37:16-04:00,2015-03-24T17:09:42-04:00,None
1550468,41.3250457495451,-72.9786770325154,Acknowledged,Pot Holes Need Immediate Attention,Pot holes need attention between Judwin Avenue and Ray Road.,4,2015-03-24T12:56:52-04:00,2015-03-26T16:37:31-04:00,2015-03-24T17:09:11-04:00,None
1550447,41.3272579852492,-72.9791180044413,Acknowledged,Pot Holes Need Attention ,"In the middle intersection near 4 Judwin\ Lowin, immediate attention is necessary to filling pot holes. ",3,2015-03-24T12:51:30-04:00,2015-03-26T16:37:35-04:00,2015-03-24T17:07:45-04:00,None
1550431,41.2569246,-72.8927425,Acknowledged,Potholes,Large Potholes Morris Cove Road and Bristol Place,2,2015-03-24T12:44:31-04:00,2015-03-24T17:06:25-04:00,2015-03-24T17:06:25-04:00,None
1550299,41.304742396,-72.922250801,Open,#graffiti #seeclickfix,https://instagram.com/p/0V0cDoylH3 #instagram,3,2015-03-24T11:44:09-04:00,2015-03-25T22:21:36-04:00,,None
1550298,41.304207359,-72.920368898,Acknowledged,#seeclickfix #pothole <Instagram integration to City Hall. Potholes look better. Grams feed looks worse. Sorry. Not Sorry.,https://instagram.com/p/0V01wNylIY #instagram,2,2015-03-24T11:44:07-04:00,2015-03-24T17:19:10-04:00,2015-03-24T17:19:10-04:00,None
1550297,41.304395232,-72.921255326,Closed,#seeclickfix #graffiti,https://instagram.com/p/0V2SsgylKx #instagram,4,2015-03-24T11:44:06-04:00,2015-03-27T10:33:51-04:00,2015-03-24T15:55:16-04:00,2015-03-27T10:33:51-04:00
1550296,41.304825151,-72.922751486,Closed,#seeclickfix #graffiti,https://instagram.com/p/0V2j1QSlLc #instagram,5,2015-03-24T11:44:05-04:00,2015-03-25T15:03:39-04:00,2015-03-24T15:53:51-04:00,2015-03-25T13:39:40-04:00
1550295,41.320978396,-72.964963566,Acknowledged,I keep hitting this with my bicycle when I come home. #seeclickfix #pothole,https://instagram.com/p/0aQSgkylFj #instagram,3,2015-03-24T11:44:03-04:00,2015-03-24T22:32:06-04:00,2015-03-24T17:04:26-04:00,None
1550294,41.313989191,-72.946514867,Closed,#seeclickfix #graffiti,https://instagram.com/p/0cx-ZAylCy #instagram,3,2015-03-24T11:44:02-04:00,2015-03-25T13:48:03-04:00,2015-03-24T15:54:08-04:00,2015-03-25T13:48:03-04:00
1550293,41.310663497,-72.934508068,Acknowledged,#seeclickfix #graffiti,https://instagram.com/p/0czVHHSlE_ #instagram,3,2015-03-24T11:44:00-04:00,2015-03-24T16:00:24-04:00,2015-03-24T15:54:25-04:00,None
1550292,41.312012511,-72.952868607,Acknowledged,#seeclickfix #illegaldumping - Making trash look good while making it disappear.,https://instagram.com/p/0geXp4ylFR #instagram,4,2015-03-24T11:43:59-04:00,2015-03-24T17:03:16-04:00,2015-03-24T17:03:16-04:00,None
1550291,41.321026971,-72.965064567,Acknowledged,#seeclickfix #pothole,https://instagram.com/p/0i8LvJylHc #instagram,3,2015-03-24T11:43:57-04:00,2015-03-24T22:33:02-04:00,2015-03-24T17:01:42-04:00,None
1550283,41.3170721172859,-72.946407680426,Acknowledged,Pothole,,4,2015-03-24T11:41:06-04:00,2015-03-25T07:44:54-04:00,2015-03-25T07:44:54-04:00,None
1550233,41.3213966,-72.970663,Acknowledged,Potholes,"Deep pot hole near #49 Edgewood Way behind Forest Rd.



Thanks DPW!!!


Tis' the season !!!


",3,2015-03-24T11:23:44-04:00,2015-03-24T18:02:44-04:00,2015-03-24T16:33:16-04:00,None
1550228,41.325302,-72.972292,Acknowledged,Potholes,"There is a deep pothole on Hemlock near Marvelwood Dr.


Please fill it in!!!


Thanks DPW",3,2015-03-24T11:21:14-04:00,2015-03-24T18:02:30-04:00,2015-03-24T16:31:56-04:00,None
1550188,41.313464,-72.9379699,Open,(EONP) Elm St.,"There will be an Emergency Order No Parking ban on Wednesday, March 25th on the odd side of 19 Elm St, from meter numbers 12104 through 12110 due to vault work for U.I.",1,2015-03-24T11:04:45-04:00,2015-03-24T11:04:45-04:00,,None
1550143,41.306245,-72.933266667,Acknowledged,"#seeclickfix #pothole George at York Street - not deep, not emergency",https://instagram.com/p/0ht0uDskQ9 #instagram,2,2015-03-24T10:41:54-04:00,2015-03-24T16:30:17-04:00,2015-03-24T16:30:17-04:00,None
1550120,41.313464,-72.9379699,Closed,(EONP) Elm St.,"There will be an Emergency Order No Parking ban on Wednesday, March 25th on the odd side of 7 Elm St, from meter numbers 12102 through 12110 due to utility work for U.I.",2,2015-03-24T10:33:49-04:00,2015-03-26T09:39:18-04:00,2015-03-24T11:59:41-04:00,2015-03-26T09:39:18-04:00
1550099,41.3083654,-72.9047298,Closed,(EONP) Grand Ave,"There will be an Emergency Order No Parking ban on Wednesday, March 25th on the odd side of Grand Ave, from house number 381 to 391 from 6am to 9am to widen road for trucks to make a turn into a parking lot.",2,2015-03-24T10:24:06-04:00,2015-03-25T12:02:38-04:00,,2015-03-25T12:02:38-04:00
1549973,41.316018,-72.912283,Closed,Potholes,"Thank you, Public Works!",3,2015-03-24T09:26:45-04:00,2015-03-24T18:50:06-04:00,,2015-03-24T16:26:39-04:00
1549840,41.3164391964337,-72.9555267170993,Open,Illegal Dumping,Another mattress at Edgewood park,4,2015-03-24T08:39:29-04:00,2015-03-24T18:02:00-04:00,,None
1549833,41.332145,-72.976006,Acknowledged,Potholes,"There are multiple deep potholes along the entire street of Ramsdell. Three in particular can cause car damage if drove into. In serious need of patching, this is a frequently traveled street to two main roads.",3,2015-03-24T08:33:42-04:00,2015-03-25T07:44:54-04:00,2015-03-25T07:44:54-04:00,None
1549828,41.332145,-72.976006,Open,limb down,large limb in street needs to be removed,1,2015-03-24T08:29:38-04:00,2015-03-24T08:29:38-04:00,,None
1549817,41.2952912,-72.8973364,Acknowledged,Parking Violation/Abandoned Auto,"I reported this here in the fall, called the P.D., called zoning, called DOT, called DMV, and nothing gets done. There are 2 ""business'"" parking unregistered cars all over the street.  Neither business is a dealer. One says :Car detailing', but they get cars that have been in accidents delivered daily, do body work, and sell them. The other 'business' is an un-registered junk yard/repair shop. At night it's all drinking, drugging, dealing, and moving cars. They leave the car parts, tires, garbage, etc. all over the side of the street. They have turned the street into a dump. ",2,2015-03-24T08:20:23-04:00,2015-03-24T08:47:15-04:00,2015-03-24T08:47:15-04:00,None
1549637,41.3070702,-72.9503674,Acknowledged,Dangerous Potholes ,Parmelee Ave deep large potholes up and down the street. Aggrivated because Ive now lost a hubcap hitting one. Holes filled with packed gravel just around the corner on Judson...what happen to Parmelee Ave!? ,2,2015-03-24T06:43:31-04:00,2015-03-24T07:43:06-04:00,2015-03-24T07:43:06-04:00,None
1548727,41.3110683,-72.9214036,Closed,Pothole on audubon street,,4,2015-03-23T22:07:11-04:00,2015-03-26T15:04:17-04:00,2015-03-24T07:43:06-04:00,2015-03-26T15:04:17-04:00
1548474,41.3082594,-72.9490044,Open,Dog fecies,"MASSIVE amount of dog fecies.. Takes up all sidewalk,grass and all the way to the curb. You can no longer walk without stepping in it. I take my kids to the bus and have to walk in the street because its impassible. Absolutely disgusting, please have people clean up after their dogs! Extending from 16-26 Judson avenue.. Neighbors walk their dogs and don't clean up after them. ",1,2015-03-23T19:07:58-04:00,2015-03-23T19:07:58-04:00,,None
1548433,41.3157553674046,-72.9227024629515,Open,Stop sign,"With the construction at sachem and prospet and the new Yale bldg at sachem and Whitney, Ithink there should be a 3 way stop sign at sachem and hill house. ",2,2015-03-23T18:32:33-04:00,2015-03-23T21:15:15-04:00,,None
1548368,41.3093070983887,-72.9354705810547,Open,Graffiti,This tag is all over Chapel,3,2015-03-23T17:52:09-04:00,2015-03-24T11:30:06-04:00,,None
1548301,41.288478,-72.893006,Closed,Parking Violation/Abandoned Auto,Abandoned car. Late model Mercedes Black. Flat tire.  4 days ,4,2015-03-23T17:09:51-04:00,2015-03-26T15:15:28-04:00,2015-03-24T08:49:09-04:00,2015-03-26T15:15:28-04:00
1548062,41.321292,-72.9728219,Acknowledged,Potholes,This is getting much worse.  It will damage vehicles.,3,2015-03-23T15:11:17-04:00,2015-03-23T17:29:48-04:00,2015-03-23T17:29:48-04:00,None
1548014,41.3344007,-72.9566641,Acknowledged,Potholes,Very deep holes on Springside Ave. coming up from Blake St.  close to Common Ground High School.,4,2015-03-23T14:54:08-04:00,2015-03-23T17:28:11-04:00,2015-03-23T17:28:11-04:00,None
1547917,41.308274,-72.9278835,Open,Hanging Wires,Black electrical wires are hanging from air down into street and sidewalk. ,1,2015-03-23T14:16:21-04:00,2015-03-23T14:31:20-04:00,,None
1547854,41.3103725899427,-72.9241595114853,Open,Traffic/Road Safety,"The section of Ramsdell and Lawncrest and the Bus stop in the center is a very bad section.  There are so many accidents there when it snows.  Trucks and cars sliding into fences and cars parked on the streets and the drivers take off.  I look out my kitchen window and see it all the time.  My husband's and son's cars have been hit and they take off.  This is a very dangerous intersection, even wen the weather is nice.    ",3,2015-03-23T13:53:00-04:00,2015-03-23T15:41:17-04:00,,None
1547831,41.2788968021093,-72.8983331357928,Closed,Potholes,2 separate potholes have now become one big one. It gets bigger each day. I hang to the left to avoid them after getting through roundabout and am almost over the line for traffic coming the other way. ,3,2015-03-23T13:38:39-04:00,2015-03-26T15:38:41-04:00,2015-03-23T17:31:04-04:00,2015-03-26T15:38:41-04:00
1547724,41.3150363,-72.9170602,Acknowledged,(EONP) Orange St. ,"There will be an Emergency Order No Parking ban on Tuesday, March 24th on the even side of 68 Orange St, from meter numbers 05212 through 05216 due to the U.I. working in the vault .",2,2015-03-23T13:01:20-04:00,2015-03-24T08:20:35-04:00,2015-03-24T08:20:35-04:00,None
1547717,41.318885,-72.9167422,Closed,(EONP) Edwards St.,"There will be an Emergency Order No Parking ban on Tuesday, March 24th on the even side of Edwards St, from house number 222 to 250 due to utility pole replacement.",2,2015-03-23T12:56:55-04:00,2015-03-25T15:31:47-04:00,2015-03-24T08:30:51-04:00,2015-03-25T15:31:47-04:00
1547591,41.3077092,-72.9366413,Acknowledged,(EONP) George St.,"There will be an Emergency Order No Parking ban on Tuesday, March 24th on the odd side of George St, from house number 481 to the intersection of Dwight St. due to  utility pole replacement.",2,2015-03-23T12:18:45-04:00,2015-03-24T08:21:44-04:00,2015-03-24T08:21:44-04:00,None
1547483,41.313464,-72.9379699,Closed,(EONP) Elm St. ,"There will be an Emergency Order No Parking ban on Tuesday, March 24th on the odd side of 7 Elm St, from meter numbers 12102 through 12110 due to utility work for U.I. ",2,2015-03-23T11:43:40-04:00,2015-03-25T15:04:32-04:00,2015-03-24T09:57:14-04:00,2015-03-25T15:04:32-04:00
1547430,41.3072866,-72.9286877,Closed,(EONP) College St. ,"There will be an Emergency Order No Parking ban on Tuesday, March 24th on the odd side of 250 College St, from meter numbers 15409 to 15413 due to utility work for U.I.",2,2015-03-23T11:23:39-04:00,2015-03-25T10:56:57-04:00,2015-03-24T08:22:45-04:00,2015-03-25T10:56:57-04:00
1547419,41.329018,-72.978738,Acknowledged,Potholes,I'm on the corner of Fountain and my driveway in on Ramsdell.  The potholes on Ramsdell are very bad.  They are deep and wide.  Please send someone to fix. Thank You,4,2015-03-23T11:18:06-04:00,2015-03-23T17:32:09-04:00,2015-03-23T17:32:09-04:00,None
1547356,41.2875773524286,-72.8940596539672,Acknowledged,Potholes,There are potholes throughout Prospect Avenue. Please send a crew to patch them as soon as possible.,3,2015-03-23T10:52:29-04:00,2015-03-23T11:01:06-04:00,2015-03-23T10:57:35-04:00,None
1547351,41.2871325057936,-72.8947514735412,Closed,Potholes,There are deep potholes on John Street between Woodward and Prospect Avenue. Please patch them. ,2,2015-03-23T10:51:16-04:00,2015-03-26T15:37:30-04:00,2015-03-23T10:57:35-04:00,2015-03-26T15:37:30-04:00
1547345,41.3184569,-72.9523514,Acknowledged,Trash & Recycling,Pick up 2 recycling totters due to tenants misuse,2,2015-03-23T10:49:10-04:00,2015-03-23T10:57:35-04:00,2015-03-23T10:57:35-04:00,None
1547258,41.2514207,-72.896119,Open,Signs / Bus Shelters / Pavement Markings,MISSING STREET SIGNS FOR BOTH MORRIS AVE & MEADOW VIEW RD AT THAT CORNER,1,2015-03-23T10:39:21-04:00,2015-03-23T10:39:21-04:00,,None
1547195,41.332043,-72.870133,Acknowledged,Curb Damaged ,Resident reports a damaged curb at this location. The curb was allegedly damaged by passing plows during snow storms. Please inspect the damage as soon as possible.,2,2015-03-23T10:22:58-04:00,2015-03-23T10:54:02-04:00,2015-03-23T10:54:02-04:00,None
1547140,41.3035249081153,-72.8794168,Closed,Parking Violation/Abandoned Auto,Car parked Wong way  on hill c pic now 11:00am 3/21/15,3,2015-03-23T10:06:43-04:00,2015-03-23T14:34:46-04:00,,2015-03-23T12:13:52-04:00
1547010,41.321292,-72.9728219,Acknowledged,Potholes,HUGE pothole.  Swerving cars right by Hopkins driveway.  Dangerous.,3,2015-03-23T09:34:24-04:00,2015-03-23T10:57:35-04:00,2015-03-23T10:57:35-04:00,None
1546986,41.3124298,-72.8945402,Acknowledged,Sidewalks and Curb damage,City tree in front of property has lifted sidewalk at corner property. Please inspect.,2,2015-03-23T09:24:37-04:00,2015-03-23T10:55:06-04:00,2015-03-23T10:55:06-04:00,None
1546938,41.3146629333496,-72.9112930297852,Closed,Potholes,2 deep holes along with multiple other potholes at lower Bishop before intersection with State St. ,4,2015-03-23T09:03:05-04:00,2015-03-26T15:05:46-04:00,2015-03-23T09:22:49-04:00,2015-03-26T15:05:46-04:00
1546933,41.3306888182739,-72.9112345553642,Open,Illegal Dumping ,Resident reports illegally dumped items on the public land at this location. There are mattresses that were thrown here. Please send someone into this area to remove the dumped items. ,4,2015-03-23T09:01:54-04:00,2015-03-23T13:52:28-04:00,,None
1546830,41.3087768554688,-72.8888320922852,Open,Parks Request,Trash barrel needs emptying in park.,3,2015-03-23T08:38:59-04:00,2015-03-24T11:33:11-04:00,,None
1546793,41.3252637502383,-72.9629549826767,Acknowledged,Potholes,"Deep and continuous potholes on the right side of Alden, going from Willard to Fountain.  Impossible to avoid if there are cars coming the other way.  ",3,2015-03-23T08:11:43-04:00,2015-03-23T09:22:50-04:00,2015-03-23T09:22:50-04:00,None
1546788,41.3245869531244,-72.9634699668076,Acknowledged,Potholes,"Big hole directly at intersection between Alden and willard, on the willard side.  Hard to avoid when turning and almost caused an accident this morning.",3,2015-03-23T08:09:25-04:00,2015-03-23T09:22:50-04:00,2015-03-23T09:22:50-04:00,None
1546767,41.3162319486908,-72.9545285578547,Acknowledged,Illegal Dumping,Mattress dumped at entrance to Edgewood Park on Edgewood Ave. ,3,2015-03-23T07:59:42-04:00,2015-03-23T10:55:45-04:00,2015-03-23T10:55:45-04:00,None
1546401,41.3216109,-72.9709129,Acknowledged,Potholes,Large pothole halfway up the street.,3,2015-03-23T01:32:58-04:00,2015-03-23T09:22:50-04:00,2015-03-23T09:22:50-04:00,None
1546161,41.3206661,-72.8910919,Acknowledged,Illegal Dumping,"Large sofa and mattress dumped just south of bridge, plus another sofa under the bridge. Please pick up!

thanks",3,2015-03-22T19:56:22-04:00,2015-03-23T10:56:03-04:00,2015-03-23T10:56:03-04:00,None
1545706,41.3203619910597,-72.892269326057,Open,ATVs on Middletown Ave,"3 pm this afternoon, 4 ATVs flying down Middletown from Clinton to Front Street, pulling wheelies. The usual.

So, there was some success last year using the new law on illegal dirt bike and ATV activity.   I'm hoping the police department is able to track down addresses and locations of these ATVs and dirt bikes and confiscate them asap.  But concerned that kids have learned from last summer and now slicker about where they hide their bikes.  ",2,2015-03-22T19:18:06-04:00,2015-03-22T22:00:36-04:00,,None
1545555,41.3138606708184,-72.9055340100036,Acknowledged,Potholes,Large pot holes on Humphrey Street under the bridge that are extremely difficult to see due to the darkness within the bridge.,3,2015-03-22T16:07:24-04:00,2015-03-23T09:22:50-04:00,2015-03-23T09:22:50-04:00,None
1545551,41.3152868967272,-72.9041655952453,Acknowledged,Potholes,"Large pot holes scattered all over James Street, between State Street and Humphrey Street.",4,2015-03-22T16:03:26-04:00,2015-03-23T09:22:50-04:00,2015-03-23T09:22:50-04:00,None
1545460,41.3126983678634,-72.9521560668945,Acknowledged,Illegal Dumping,High mileage mattress and box spring ,4,2015-03-22T14:10:05-04:00,2015-03-23T10:56:15-04:00,2015-03-23T10:56:15-04:00,None
1545406,41.3087142,-72.8798419,Open,Policing Issue,"If people want to complain that the police are not doing their jobs regards dirt bikes and ATV'S.  I witnessed 9 squad cars descend on 84 Clifton Street yesterday 3/21//15.  The chased these kids all day and circled the garage.  Obviously they are trying to  do their best to try to stop this nonsense before it gets warm and it gets worse.  
I would like the new Dist. Mgr Officer Cruz to hold a neighborhood meeting so we can meet him.  I will call Rose Santana our alderperson and run this buy her....",4,2015-03-22T13:26:58-04:00,2015-03-22T21:40:39-04:00,,None
1545230,41.308274,-72.9278835,Open,Street torn up,"I'm not sure what is the issue and/or why Willow Steet hasn't been fixed, but its gone from dangerous potholes to the entire street is falling apart.  Can someone PLEASE DO SOMETHING????!!!!!!!",5,2015-03-22T10:23:49-04:00,2015-03-23T10:31:11-04:00,,None
1545228,41.308274,-72.9278835,Closed,Bad potholes,"There are numerous larger potholes spanning the entire length of Osborn Avenue, which need immediate attention.  They are on both sides of the road.
",3,2015-03-22T10:21:36-04:00,2015-03-26T15:40:54-04:00,2015-03-23T09:22:50-04:00,2015-03-26T15:40:54-04:00
1545004,41.3040864521381,-72.9251171687867,Closed,Traffic Signal / Pedestrian Signal,"To Whom It May Concern:
There is a crosswalk signal at the corner of Crown Street and Orange Street that beeps incredibly loud at all hours of the day and night.  I live on the 3rd floor of the 38 Crown building and can hear the beeping from inside my apartment with the windows closed at ALL hours.  This has been a concern of many of the residents within the apartment complex.  It is so loud, that it requires me to sleep with earplugs in and to have either music or television on at all times when sitting in my living room to try to drown out the sound.  I am a physician at Yale and am used to the repetitive beeping of machines which generally is not bothersome in the slightest...this is a different level, as it is SO loud and does not stop.  Can somebody please change the type of noise that the signal makes or significantly lower the volume?  ",6,2015-03-21T19:54:54-04:00,2015-03-24T07:42:44-04:00,2015-03-22T12:32:30-04:00,2015-03-24T07:42:44-04:00
1544915,41.3092965587583,-72.8887762292584,Acknowledged,Potholes,Trio of holes in the intersection of Grand and Front streets. ,2,2015-03-21T17:58:27-04:00,2015-03-23T09:22:51-04:00,2015-03-23T09:22:50-04:00,None
1544865,41.3235397338867,-72.9639739990234,Acknowledged,Potholes,Gap around this manhole covering is getting bigger.,4,2015-03-21T16:54:15-04:00,2015-03-23T09:22:51-04:00,2015-03-23T09:22:51-04:00,None
1544750,41.3066065296676,-72.9269239546634,Closed,Potholes,,3,2015-03-21T15:22:08-04:00,2015-03-24T12:22:46-04:00,2015-03-23T09:22:51-04:00,2015-03-24T12:22:46-04:00
1544638,41.311989130119,-72.9407516866922,Closed,Potholes,There are deep holes and a bumpy surface at this section of Orchard Street.  It was bad last year and is worse this year. When will this be addressed? ?,3,2015-03-21T13:53:59-04:00,2015-03-26T14:33:32-04:00,2015-03-23T09:22:51-04:00,2015-03-26T14:33:21-04:00
